chr,start,end,gene_id,gene_name
chr5,149987990,149994916,ENSG00000253852.1_10,ENSG00000253852
chr5,150000569,150006341,ENSG00000286657.1_5,ENSG00000286657
chr5,150040444,150058930,ENSG00000164591.14_6,MYOZ3
chr5,150050220,150051952,ENSG00000250309.2_10,MYOZ3-AS1
chr5,150070354,150080639,ENSG00000086589.12_10,RBM22
chr5,150088002,150138657,ENSG00000132912.13_9,DCTN4
chr5,150158319,150176296,ENSG00000256235.3_8,SMIM3
chr5,150226083,150280298,ENSG00000237693.5_8,IRGM
chr5,150273954,150284545,ENSG00000145908.13_10,ZNF300
chr5,150310018,150326160,ENSG00000197083.13_10,ZNF300P1
chr5,150329671,150332022,ENSG00000274235.1_9,ENSG00000274235
chr5,150357981,150358737,ENSG00000277866.1_7,ENSG00000277866
chr5,150400152,150408549,ENSG00000211445.13_14,GPX3
chr5,150409506,150473138,ENSG00000145901.16_16,TNIP1
chr5,150460756,150461178,ENSG00000289970.1_1,ENSG00000289970
chr5,158527491,158544486,ENSG00000245812.5_11,LINC02202
chr5,158533388,158535625,ENSG00000279204.1_9,ENSG00000279204
chr5,158584417,158637061,ENSG00000145860.12_12,RNF145
chr5,158636929,158675804,ENSG00000253256.1_10,ENSG00000253256
chr5,158654723,158672135,ENSG00000253315.1_7,LINC01932
chr5,158657202,158657330,ENSG00000252458,SNORA68
chr5,158689280,158690274,ENSG00000288764.2_2,ENSG00000288764
chr5,158690298,158713044,ENSG00000164332.8_6,UBLCP1
chr5,158737753,159232543,ENSG00000249738.10_11,ENSG00000249738
chr5,158741788,158757871,ENSG00000113302.6_7,IL12B
chr5,158745050,158745175,ENSG00000221601,RNU4ATAC2P
chr5,158875564,158893299,ENSG00000253298.2_9,LINC01845
chr5,158911138,158938695,ENSG00000283413.1_4,ENSG00000283413
chr5,158952946,158953018,ENSG00000266432,AC008703.2
chr5,158584417,158637061,ENSG00000145860.12_12,RNF145
chr5,158636929,158675804,ENSG00000253256.1_10,ENSG00000253256
chr5,158654723,158672135,ENSG00000253315.1_7,LINC01932
chr5,158657202,158657330,ENSG00000252458,SNORA68
chr5,158689280,158690274,ENSG00000288764.2_2,ENSG00000288764
chr5,158690298,158713044,ENSG00000164332.8_6,UBLCP1
chr5,158737753,159232543,ENSG00000249738.10_11,ENSG00000249738
chr5,158741788,158757871,ENSG00000113302.6_7,IL12B
chr5,158745050,158745175,ENSG00000221601,RNU4ATAC2P
chr5,158875564,158893299,ENSG00000253298.2_9,LINC01845
chr5,158911138,158938695,ENSG00000283413.1_4,ENSG00000283413
chr5,158952946,158953018,ENSG00000266432,AC008703.2
chr6,14431914,14502932,ENSG00000286277.1_3,ENSG00000286277
chr6,14597745,14599921,ENSG00000229646.2_11,ENSG00000229646
chr6,14616271,14657050,ENSG00000289958.1_1,ENSG00000289958
chr6,14646766,14646869,ENSG00000206960,RNU6-793P
chr6,14660516,15090401,ENSG00000234261.6_13,ENSG00000234261
chr6,20400972,20401734,ENSG00000289981.1_1,ENSG00000289981
chr6,20402110,20493945,ENSG00000112242.16_10,E2F3
chr6,20421812,20422118,ENSG00000240869,RN7SL128P
chr6,20422549,20422632,ENSG00000252949,AL136303.1
chr6,20438052,20440409,ENSG00000224707.1_7,E2F3-IT1
chr6,20452600,20452704,ENSG00000222431,RNU6-141P
chr6,20500406,20500507,ENSG00000201683,Y_RNA
chr6,20534688,21232635,ENSG00000145996.11_7,CDKAL1
chr6,20722559,20723886,ENSG00000225832.1_9,ENSG00000225832
chr6,20756334,20800925,ENSG00000233848.1_10,ENSG00000233848
chr6,31082527,31107869,ENSG00000204540.11_9,PSORS1C1
chr6,31105311,31106843,ENSG00000204538.4_7,PSORS1C2
chr6,31108504,31108690,ENSG00000238211.1_8,POLR2LP1
chr6,31110216,31126015,ENSG00000204536.15_13,CCHCR1
chr6,31126324,31134936,ENSG00000137310.12_6,TCF19
chr6,31132114,31148508,ENSG00000204531.21_12,POU5F1
chr6,31141512,31145676,ENSG00000204528.3_8,PSORS1C3
chr6,31162977,31165814,ENSG00000272501.1_8,ENSG00000272501
chr6,31165537,31171745,ENSG00000206344.8_9,HCG27
chr6,31167942,31169695,ENSG00000271821.1_10,ENSG00000271821
chr6,31190690,31190870,ENSG00000255726.1_7,ENSG00000255726
chr6,31192119,31192835,ENSG00000255899.1_9,ENSG00000255899
chr6,31236526,31239907,ENSG00000204525.18_11,HLA-C
chr6,31240017,31240367,ENSG00000288813.1_1,ENSG00000288813
chr6,31243349,31246531,ENSG00000214892.4_7,USP8P1
chr6,31248094,31249296,ENSG00000227939.1_5,RPL3P2
chr6,31255287,31256741,ENSG00000231402.1_5,WASF5P
chr6,31261685,31269419,ENSG00000256166.1_9,LINC02571
chr6,31275592,31276326,ENSG00000229836.1_9,ENSG00000229836
chr6,31321649,31334844,ENSG00000234745.14_10,HLA-B
chr6,31324424,31325414,ENSG00000271581.1_7,ENSG00000271581
chr6,31328642,31335131,ENSG00000228432.2_6,DHFRP2
chr6,31334834,31343865,ENSG00000285647.1_4,ENSG00000285647
chr6,31337911,31338017,ENSG00000201658,RNU6-283P
chr6,31342095,31342180,ENSG00000265294,AL671883.1
chr6,31345196,31345796,ENSG00000230994.1_5,FGFR3P1
chr6,31348188,31348616,ENSG00000223702.1_3,ZDHHC20P2
chr6,31349851,31350065,ENSG00000225851.1_6,HLA-S
chr6,31362066,31363272,ENSG00000272221.1_10,ENSG00000272221
chr6,31367561,31383092,ENSG00000204520.14_8,MICA
chr6,31368479,31431482,ENSG00000288587.1_4,ENSG00000288587
chr6,31369929,31370027,ENSG00000199332,Y_RNA
chr6,31409444,31414750,ENSG00000230174.1_7,LINC01149
chr6,31430505,31431113,ENSG00000233902.1_9,ENSG00000233902
chr6,31430947,31446713,ENSG00000206337.12_8,HCP5
chr6,31447750,31462712,ENSG00000286940.1_4,MICB-DT
chr6,31462658,31478901,ENSG00000204516.10_7,MICB
chr6,31464466,31464567,ENSG00000201680,Y_RNA
chr6,31483756,31483988,ENSG00000256851.1_9,ENSG00000256851
chr6,31487257,31488068,ENSG00000219797.2_6,PPIAP9
chr6,31495891,31496470,ENSG00000225499.1_7,RPL15P4
chr6,31496739,31498009,ENSG00000204511.3_6,MCCD1
chr6,31497996,31510225,ENSG00000198563.14_11,DDX39B
chr6,31497996,31514385,ENSG00000254870.5_8,ATP6V1G2-DDX39B
chr6,31504151,31504226,ENSG00000201785,SNORD117
chr6,31508878,31508955,ENSG00000265236,SNORD84
chr6,31510081,31510915,ENSG00000234006.1_7,DDX39B-AS1
chr6,31512221,31516204,ENSG00000213760.11_7,ATP6V1G2
chr6,31514647,31526606,ENSG00000204498.11_11,NFKBIL1
chr6,31528021,31540477,ENSG00000289406.1_1,ENSG00000289406
chr6,31539831,31542101,ENSG00000226979.9_6,LTA
chr6,31543342,31546113,ENSG00000232810.5_7,TNF
chr6,31548302,31550299,ENSG00000227507.3_6,LTB
chr6,31553901,31556686,ENSG00000204482.11_6,LST1
chr6,31556672,31560783,ENSG00000204475.10_11,NCR3
chr6,31578860,31579133,ENSG00000230622.1_5,UQCRHP1
chr6,31582994,31584798,ENSG00000204472.13_7,AIF1
chr6,31587624,31588183,ENSG00000289375.1_1,ENSG00000289375
chr6,31588492,31605548,ENSG00000204469.13_6,PRRC2A
chr6,31590856,31590987,ENSG00000200816,SNORA38
chr6,31591651,31593276,ENSG00000289282.1_1,ENSG00000289282
chr6,90636247,91006562,ENSG00000112182.16_12,BACH2
chr6,90782770,90789453,ENSG00000287789.1_3,ENSG00000287789
chr6,90826419,90826824,ENSG00000218730.1_7,ENSG00000218730
chr6,91005226,91073631,ENSG00000260271.4_11,ENSG00000260271
chr6,91022461,91022552,ENSG00000266760,MIR4464
chr6,91085843,91086758,ENSG00000289988.1_1,ENSG00000289988
chr6,91156491,91156565,ENSG00000252676,AL391559.1
chr6,91223292,91296805,ENSG00000135341.19_9,MAP3K7
chr6,137979135,138085121,ENSG00000230533.5_12,LINC03004
chr6,138014205,138021552,ENSG00000283265.1_8,ENSG00000283265
chr6,138026560,138028338,ENSG00000220412.1_7,ENSG00000220412
chr6,138038085,138038179,ENSG00000216097,AL357060.1
chr6,138051307,138113972,ENSG00000234956.7_10,LINC02539
chr6,138105511,138105623,ENSG00000207300,Y_RNA
chr6,138144810,138189370,ENSG00000237499.7_11,WAKMAR2
chr6,138188351,138204451,ENSG00000118503.17_13,TNFAIP3
chr6,138221722,138224713,ENSG00000287393.1_5,ENSG00000287393
chr6,138264216,138278794,ENSG00000226004.2_10,LINC02528
chr6,138266503,138293659,ENSG00000229922.5_8,LINC02865
chr6,138316407,138317284,ENSG00000219463.1_5,RPSAP42
chr6,138409642,138428556,ENSG00000112378.12_7,PERP
chr6,159262149,159278664,ENSG00000243775.2_8,OSTCP1
chr6,159274620,159285534,ENSG00000285159.1_7,ENSG00000285159
chr6,159290880,159340137,ENSG00000203711.16_12,LINC02901
chr6,159342303,159343182,ENSG00000213076.3_9,ENSG00000213076
chr6,159347498,159347603,ENSG00000223191,RNU6-293P
chr6,159393903,159421234,ENSG00000130363.13_8,RSPH3
chr6,159409210,159509146,ENSG00000271913.9_12,TAGAP-AS1
chr6,159455500,159466184,ENSG00000164691.18_7,TAGAP
chr6,159463224,159516855,ENSG00000226032.2_10,ENSG00000226032
chr6,159466184,159467207,ENSG00000288845.1_1,ENSG00000288845
chr6,159472706,159542538,ENSG00000285492.2_10,ENSG00000285492
chr6,159515125,159537286,ENSG00000224478.3_11,ENSG00000224478
chr6,159586931,159591039,ENSG00000233682.3_12,FNDC1-AS1
chr6,159590432,159693140,ENSG00000164694.17_8,FNDC1
chr6,159661818,159664361,ENSG00000235086.1_7,FNDC1-IT1
chr6,166822852,167319939,ENSG00000071242.12_13,RPS6KA2
chr6,167271582,167369612,ENSG00000249141.1_12,ENSG00000249141
chr6,167317186,167318323,ENSG00000231654.1_7,RPS6KA2-AS1
chr6,167335601,167370679,ENSG00000026297.17_12,RNASET2
chr6,167383114,167412553,ENSG00000227598.1_10,ENSG00000227598
chr6,167409223,167412999,ENSG00000285730.1_6,ENSG00000285730
chr6,167411295,167411400,ENSG00000265828,MIR3939
chr6,167412805,167508277,ENSG00000213066.13_10,CEP43
chr6,167412893,167552629,ENSG00000272980.4_9,ENSG00000272980
chr6,167525295,167552629,ENSG00000112486.18_11,CCR6
chr6,167528445,167535015,ENSG00000284825.1_7,ENSG00000284825
chr6,167539711,167545060,ENSG00000284914.1_7,ENSG00000284914
chr6,167559871,167610393,ENSG00000166984.13_14,TCP10L2
chr6,167568735,167571468,ENSG00000120436.4_5,GPR31
chr6,167578053,167580721,ENSG00000286674.1_5,ENSG00000286674
chr6,167622119,167622385,ENSG00000216966.1_7,ENSG00000216966
chr6,167641688,167651005,ENSG00000280707.3_14,HPAT5
chr6,167650996,167653968,ENSG00000231720.1_10,ENSG00000231720
chr6,167655379,167659404,ENSG00000228648.1_8,ENSG00000228648
chr6,167684657,167729502,ENSG00000112494.10_10,UNC93A
chr7,16955983,17385776,ENSG00000106546.14_10,AHR
chr7,16977849,16978181,ENSG00000223867.1_7,ENSG00000223867
chr7,17009944,17338992,ENSG00000237773.8_13,ENSG00000237773
chr7,17029757,17061191,ENSG00000289189.2_2,ENSG00000289189
chr7,17072713,17073102,ENSG00000232841.1_5,BRWD1P3
chr7,17338919,17506858,ENSG00000283321.1_9,ENSG00000283321
chr7,17412825,17412950,ENSG00000199473,SNORA63
chr7,17414491,17506880,ENSG00000236318.2_12,LINC02888
chr7,17445103,17598533,ENSG00000236039.3_12,LINC02889
chr7,49813234,49961546,ENSG00000188730.5_6,VWC2
chr7,49890017,50160925,ENSG00000042813.8_13,ZPBP
chr7,49981847,49984036,ENSG00000223893.1_5,GNL2P1
chr7,50132875,50133719,ENSG00000287521.1_3,ENSG00000287521
chr7,50135479,50198852,ENSG00000164500.7_5,SPATA48
chr7,50181136,50182419,ENSG00000228005.1_10,ENSG00000228005
chr7,50241597,50302590,ENSG00000231681.2_12,ENSG00000231681
chr7,50314386,50315218,ENSG00000235620.1_10,ENSG00000235620
chr7,50343664,50472799,ENSG00000185811.21_12,IKZF1
chr7,49890017,50160925,ENSG00000042813.8_13,ZPBP
chr7,50132875,50133719,ENSG00000287521.1_3,ENSG00000287521
chr7,50135479,50198852,ENSG00000164500.7_5,SPATA48
chr7,50181136,50182419,ENSG00000228005.1_10,ENSG00000228005
chr7,50241597,50302590,ENSG00000231681.2_12,ENSG00000231681
chr7,50314386,50315218,ENSG00000235620.1_10,ENSG00000235620
chr7,50343664,50472799,ENSG00000185811.21_12,IKZF1
chr7,50456187,50467795,ENSG00000285165.1_7,ENSG00000285165
chr7,50503078,50503184,ENSG00000200815,RNU6-1091P
chr7,50511826,50610233,ENSG00000132436.12_14,FIGNL1
chr7,50518119,50519682,ENSG00000290114.1_1,ENSG00000290114
chr7,50526134,50633102,ENSG00000132437.18_10,DDC
chr7,128311747,128327931,ENSG00000205085.13_11,GARIN1A
chr7,128330505,128331771,ENSG00000271344.1_8,ENSG00000271344
chr7,128333504,128333978,ENSG00000239722.1_7,IMP3P2
chr7,128337493,128337610,ENSG00000201041.1_2,RNA5SP242
chr7,128337764,128337798,ENSG00000252866.1_2,RNA5SP243
chr7,128349115,128371797,ENSG00000135248.16_12,GARIN1B
chr7,128379346,128413454,ENSG00000128595.17_11,CALU
chr7,128401391,128401625,ENSG00000244218,RN7SL81P
chr7,128412539,128415848,ENSG00000128617.3_6,OPN1SW
chr7,128430811,128462186,ENSG00000128596.17_11,CCDC136
chr7,128470460,128499328,ENSG00000128591.16_8,FLNC
chr7,128490216,128502680,ENSG00000242902.1_10,FLNC-AS1
chr7,128502096,128550773,ENSG00000135253.16_10,KCP
chr7,128502910,128505901,ENSG00000128524.5_6,ATP6V1F
chr7,128506384,128512101,ENSG00000272899.4_10,ATP6V1FNB
chr7,128546825,128546943,ENSG00000221401,AC025594.1
chr7,128552786,128554117,ENSG00000224163.4_9,ENSG00000224163
chr7,128577511,128590092,ENSG00000128604.21_13,IRF5
chr7,128592581,128593370,ENSG00000275106.1_7,ENSG00000275106
chr7,128594234,128695227,ENSG00000064419.14_7,TNPO3
chr7,128610788,128611087,ENSG00000242241,RN7SL306P
chr7,128668943,128670581,ENSG00000244556.1_5,ODCP
chr7,128695277,128697293,ENSG00000230359.5_7,TPI1P2
chr7,128701585,128701688,ENSG00000238733,snoU13
chr7,128706075,128706516,ENSG00000242162.1_7,ENSG00000242162
chr7,128735355,128735865,ENSG00000241102.1_9,ENSG00000241102
chr7,128736081,128736789,ENSG00000241573.1_9,ENSG00000241573
chr7,128757567,128757881,ENSG00000240416.1_5,CYCSP20
chr7,128766572,128770847,ENSG00000230626.5_11,ENSG00000230626
chr7,128784724,128809540,ENSG00000158457.6_6,TSPAN33
chr7,128804690,128804802,ENSG00000200629,Y_RNA
chr9,4709556,4742043,ENSG00000147853.17_8,AK3
chr9,4741741,4759639,ENSG00000287759.1_3,ENSG00000287759
chr9,4768617,4769895,ENSG00000270639.1_7,ECM1P1
chr9,4781475,4782078,ENSG00000220105.2_7,ENSG00000220105
chr9,4792944,4885917,ENSG00000120158.12_8,RCL1
chr9,4803788,4804972,ENSG00000233186.2_7,KLF4P1
chr9,4850291,4850381,ENSG00000199065,MIR101-2
chr9,4850299,4850373,ENSG00000228165.1_8,ENSG00000228165
chr9,4944670,4945902,ENSG00000220937.3_8,HNRNPA1P41
chr9,4968097,4968185,ENSG00000238362,AL158147.1
chr9,4984390,5129948,ENSG00000096968.14_9,JAK2
chr9,5040945,5041940,ENSG00000234534.1_5,CSNK1G2P1
chr9,5084999,5086112,ENSG00000182347.10_5,PDSS1P1
chr9,5091093,5091604,ENSG00000227730.2_7,MTND6P5
chr9,5094139,5095014,ENSG00000228166.1_5,MTND1P11
chr9,5096666,5098193,ENSG00000224083.1_6,MTCO1P11
chr9,5098341,5099325,ENSG00000235917.1_5,MTCO2P11
chr9,5099560,5100229,ENSG00000228097.1_5,MTATP6P11
chr9,5100236,5101009,ENSG00000237711.1_5,MTCO3P11
chr9,5107937,5109290,ENSG00000236254.1_5,MTND4P14
chr9,5109496,5110762,ENSG00000230225.1_5,MTND5P14
chr9,5110913,5112849,ENSG00000236567.2_7,TCF3P1
chr9,5113549,5114804,ENSG00000254017.1_5,IGHEP2
chr9,5123880,5185647,ENSG00000120210.8_8,INSL6
chr9,5193339,5193558,ENSG00000237553.1_9,ENSG00000237553
chr9,5231419,5235304,ENSG00000120211.4_6,INSL4
chr9,34457412,34520986,ENSG00000122735.16_12,DNAI1
chr9,34478620,34478903,ENSG00000251697,RN7SKP24
chr9,34521041,34522988,ENSG00000168913.7_7,ENHO
chr9,34521525,34524239,ENSG00000230729.1_8,ENSG00000230729
chr9,34546522,34546994,ENSG00000232983.2_9,ENSG00000232983
chr9,34551430,34590138,ENSG00000122756.15_8,CNTFR
chr9,34568010,34583070,ENSG00000237159.6_9,CNTFR-AS1
chr9,34610483,34612101,ENSG00000164967.10_7,RPP25L
chr9,34613542,34620520,ENSG00000137100.16_8,DCTN3
chr9,34621046,34629063,ENSG00000205143.5_10,ARID3C
chr9,34634719,34637841,ENSG00000147955.18_9,SIGMAR1
chr9,34638130,34651032,ENSG00000213930.12_8,GALT
chr9,34646628,34661883,ENSG00000258728.2_11,ENSG00000258728
chr9,34652159,34661899,ENSG00000137070.19_11,IL11RA
chr9,34661877,34664045,ENSG00000213927.4_8,CCL27
chr9,34661900,34666026,ENSG00000261215.1_11,ENSG00000261215
chr9,34664160,34666109,ENSG00000187186.15_12,ENSG00000187186
chr9,34665604,34681978,ENSG00000230074.5_11,ENSG00000230074
chr9,34689567,34691273,ENSG00000172724.12_10,CCL19
chr9,34702950,34774463,ENSG00000288583.1_5,ENSG00000288583
chr9,34709002,34710133,ENSG00000137077.8_9,CCL21
chr9,34723050,34729485,ENSG00000205108.6_7,FAM205A
chr9,34810017,34895172,ENSG00000287368.1_3,ENSG00000287368
chr9,34832292,34838583,ENSG00000257198.6_8,FAM205BP
chr9,34889063,34895761,ENSG00000187791.13_7,FAM205C
chr9,34917172,34918293,ENSG00000178723.7_7,GLULP4
chr9,34922181,34922918,ENSG00000215199.3_7,YWHAZP6
chr9,34957605,34982541,ENSG00000122733.12_6,PHF24
chr9,117458202,117458595,ENSG00000230284.1_9,ENSG00000230284
chr9,117537017,117537400,ENSG00000274919.1_7,ENSG00000274919
chr9,117546932,117568319,ENSG00000181634.8_7,TNFSF15
chr9,117554474,117554546,ENSG00000221734,AL390240.1
chr9,117607874,117610865,ENSG00000229817.1_7,ENSG00000229817
chr9,117613248,118164923,ENSG00000173077.16_8,DELEC1
chr9,117655623,117692875,ENSG00000106952.8_6,TNFSF8
chr9,117781854,117880536,ENSG00000041982.16_11,TNC
chr9,117881818,117900688,ENSG00000236461.1_10,ENSG00000236461
chr9,120224572,120228538,ENSG00000233516.1_10,ENSG00000233516
chr9,120405429,120419310,ENSG00000233569.2_10,ENSG00000233569
chr9,120447532,120447866,ENSG00000235133.1_7,RPL35AP22
chr9,120466435,120845969,ENSG00000285082.3_8,ENSG00000285082
chr9,120466453,120487013,ENSG00000136869.16_9,TLR4
chr9,120470274,120470380,ENSG00000201444,RNU6-1082P
chr9,120493653,120493749,ENSG00000251847,snoZ13_snr52
chr9,120521668,121068530,ENSG00000284977.3_9,ENSG00000284977
chr9,120602600,120659534,ENSG00000231901.1_10,ENSG00000231901
chr9,120680374,120687494,ENSG00000289735.1_1,ENSG00000289735
chr9,139006427,139010721,ENSG00000238227.8_11,TMEM250
chr9,139014367,139016209,ENSG00000275329.1_9,ENSG00000275329
chr9,139088096,139096974,ENSG00000107187.17_10,LHX3
chr9,139098179,139137658,ENSG00000165661.17_9,QSOX2
chr9,139141824,139143051,ENSG00000279813.1_6,ENSG00000279813
chr9,139155771,139159083,ENSG00000283769.1_7,ENSG00000283769
chr9,139216998,139221779,ENSG00000262075.3_10,DKFZP434A062
chr9,139221932,139254057,ENSG00000160360.13_11,GPSM1
chr9,139253932,139258196,ENSG00000213221.5_8,DNLZ
chr9,139256356,139268096,ENSG00000289701.1_2,ENSG00000289701
chr9,139258408,139268133,ENSG00000187796.16_12,CARD9
chr9,139270019,139294628,ENSG00000165684.6_8,SNAPC4
chr9,139296374,139305066,ENSG00000165689.17_13,ENTR1
chr9,139305093,139318213,ENSG00000165688.12_9,PMPCA
chr9,139323071,139334297,ENSG00000148384.14_9,INPP5E
chr9,139334548,139378211,ENSG00000148396.19_11,SEC16A
chr9,139377947,139380519,ENSG00000196366.3_4,C9orf163
chr9,139388885,139440500,ENSG00000148400.13_10,NOTCH1
chr9,139414020,139414078,ENSG00000263403,MIR4673
chr9,139437333,139438287,ENSG00000227512.1_8,ENSG00000227512
chr9,139440625,139440711,ENSG00000265181,MIR4674
chr9,139440664,139444345,ENSG00000237886.2_8,NALT1
chr9,139496967,139497062,ENSG00000252440,U3
chr9,139506476,139511633,ENSG00000279141.4_9,LINC01451
chr9,139014367,139016209,ENSG00000275329.1_9,ENSG00000275329
chr9,139088096,139096974,ENSG00000107187.17_10,LHX3
chr9,139098179,139137658,ENSG00000165661.17_9,QSOX2
chr9,139141824,139143051,ENSG00000279813.1_6,ENSG00000279813
chr9,139155771,139159083,ENSG00000283769.1_7,ENSG00000283769
chr9,139216998,139221779,ENSG00000262075.3_10,DKFZP434A062
chr9,139221932,139254057,ENSG00000160360.13_11,GPSM1
chr9,139253932,139258196,ENSG00000213221.5_8,DNLZ
chr9,139256356,139268096,ENSG00000289701.1_2,ENSG00000289701
chr9,139258408,139268133,ENSG00000187796.16_12,CARD9
chr9,139270019,139294628,ENSG00000165684.6_8,SNAPC4
chr9,139296374,139305066,ENSG00000165689.17_13,ENTR1
chr9,139305093,139318213,ENSG00000165688.12_9,PMPCA
chr9,139323071,139334297,ENSG00000148384.14_9,INPP5E
chr9,139334548,139378211,ENSG00000148396.19_11,SEC16A
chr9,139377947,139380519,ENSG00000196366.3_4,C9orf163
chr9,139388885,139440500,ENSG00000148400.13_10,NOTCH1
chr9,139414020,139414078,ENSG00000263403,MIR4673
chr9,139437333,139438287,ENSG00000227512.1_8,ENSG00000227512
chr9,139440625,139440711,ENSG00000265181,MIR4674
chr9,139440664,139444345,ENSG00000237886.2_8,NALT1
chr9,139496967,139497062,ENSG00000252440,U3
chr9,139506476,139511633,ENSG00000279141.4_9,LINC01451
chr9,139141824,139143051,ENSG00000279813.1_6,ENSG00000279813
chr9,139155771,139159083,ENSG00000283769.1_7,ENSG00000283769
chr9,139216998,139221779,ENSG00000262075.3_10,DKFZP434A062
chr9,139221932,139254057,ENSG00000160360.13_11,GPSM1
chr9,139253932,139258196,ENSG00000213221.5_8,DNLZ
chr9,139256356,139268096,ENSG00000289701.1_2,ENSG00000289701
chr9,139258408,139268133,ENSG00000187796.16_12,CARD9
chr9,139270019,139294628,ENSG00000165684.6_8,SNAPC4
chr9,139296374,139305066,ENSG00000165689.17_13,ENTR1
chr9,139305093,139318213,ENSG00000165688.12_9,PMPCA
chr9,139323071,139334297,ENSG00000148384.14_9,INPP5E
chr9,139334548,139378211,ENSG00000148396.19_11,SEC16A
chr9,139377947,139380519,ENSG00000196366.3_4,C9orf163
chr9,139388885,139440500,ENSG00000148400.13_10,NOTCH1
chr9,139414020,139414078,ENSG00000263403,MIR4673
chr9,139437333,139438287,ENSG00000227512.1_8,ENSG00000227512
chr9,139440625,139440711,ENSG00000265181,MIR4674
chr9,139440664,139444345,ENSG00000237886.2_8,NALT1
chr9,139496967,139497062,ENSG00000252440,U3
chr9,139506476,139511633,ENSG00000279141.4_9,LINC01451
chr9,139542324,139554909,ENSG00000228401.7_13,ENSG00000228401
chr9,139553308,139567130,ENSG00000172889.16_8,EGFL7
chr9,139565054,139565138,ENSG00000199161,MIR126
chr9,139567595,139581909,ENSG00000169692.13_7,AGPAT2
chr9,139588588,139588714,ENSG00000221693,AL590226.1
chr9,139607024,139619194,ENSG00000165716.11_7,DIPK1B
chr9,139615818,139622636,ENSG00000233016.9_11,SNHG7
chr9,139623405,139624307,ENSG00000274356.1_9,ENSG00000274356
chr9,139632619,139637808,ENSG00000187922.14_12,LCN10
chr9,139632619,139642905,ENSG00000204003.8_11,ENSG00000204003
chr9,139638469,139642977,ENSG00000267206.6_8,LCN6
